ROAD ACCESS,FACING,FLOOR,PARKING,BEDROOM,BATHROOM,FURNISH STATUS,Price,Location,LAND AREA,BUILT YEAR,BUILTUP AREA,Living ,Kitchen
18 Feet,South,2.5,1 Car  & 3 Bikes,4,4,Semi-Furnished,Rs. 4.75Cr,"Sanobharyang, Kathmandu",4.2 aana,2080 BS,,2,2
12 Feet,South,2.5,3 Cars  & 4 Bikes,4,5,Full-Furnished,"Rs. 70,000/m","Kalimati, Kathmandu",,2063 BS,,,2
20 Feet,North,2.5,1 Car  & 2 Bikes,5,4,Full-Furnished,Rs. 1.1Lac/m,"Bhaisepati, Lalitpur",5.2 aana,2071 BS,,1,1
13 Feet,South-East,2.5,2 Cars  & 4 Bikes,6,5,Un-Furnished,Rs. 4.35Cr,"Lasuntar, Kathmandu",,2081 BS,,1,
13 Feet,West,2.5,5 Cars  & 9 Bikes,9,7,,Rs. 3Lac/m,"Bansbari, Kathmandu",,,,2,1
14 Feet,South,3.5,2 Cars  & 2 Bikes,5,5,Un-Furnished,Rs. 3.3Cr,"Sukedhara, Kathmandu",,2078 BS,1026 Sq. Ft.,1,1
13 Feet,South-West,2.5,1 Car  & 4 Bikes,4,4,Semi-Furnished,Price on call,"Imadol, Lalitpur",,2080 BS,1900 Sq. Ft.,,
13 Feet,East,1.5,1 Car  & 5 Bikes,2,2,Un-Furnished,Rs. 1.9Cr,"Hattigaunda, Kathmandu",,2079 BS,1359 Sq. Ft.,2,2
13 Feet,South,2.5,1 Car,,,,Rs. 2.2Cr,"Sitapaila, Kathmandu",4.2 aana,,,2,1
13 Feet,South,3.5,1 Car  & 1 Bike,,,,Rs. 2.9Cr,"Goldhunga, Kathmandu",,,,2,1
26 Feet,East,2.5,1 Car  & 1 Bike,5,,,Rs. 3.7Cr,"Bhaktapur, Bhaktapur",,,,2,1
13 Feet,East,2.5,1 Car  & 3 Bikes,5,4,Full-Furnished,"Rs. 90,000/m","Kapan, Kathmandu",4.1 aana,2078 BS,,2,2
13 Feet,North-East,2.5,3 Cars  & 5 Bikes,7,4,Semi-Furnished,Rs. 6Cr,"Kalanki, Kathmandu",,2062 BS,,,1
13 Feet,East,2.5,1 Car  & 5 Bikes,6,5,Semi-Furnished,Rs. 4.5Cr,"Pasikot, Kathmandu",4.1 aana,2081 BS,1454.52 Sq. Ft.,2,
16 Feet,North,2.5,1 Car  & 5 Bikes,6,5,Un-Furnished,Rs. 5Cr,"Budhanilkantha, Kathmandu",,2079 BS,2053.50 Sq. Ft.,2,1
12 Feet,South-East,2.5,2 Cars  & 5 Bikes,7,4,Un-Furnished,Rs. 3.45Cr,"Imadol, Lalitpur",,,,2,2
13 Feet,South,2.5,1 Car  & 4 Bikes,6,4,Un-Furnished,Rs. 2.2Cr,"Imadol, Lalitpur",,,,2,
12 Feet,West,2.5,1 Car  & 4 Bikes,7,4,Un-Furnished,Rs. 2.1Cr,"Imadol, Lalitpur",2.3 aana,,,1,2
13 Feet,West,2.5,1 Car  & 4 Bikes,6,3,Un-Furnished,Price on call,"Imadol, Lalitpur",3.1 aana,,,,1
13 Feet,,2.5,1 Car  & 4 Bikes,6,5,Full-Furnished,Rs. 3.35Cr,"Imadol, Lalitpur",,,,1,1
20 Feet,,2.5,1 Car  & 5 Bikes,6,4,Un-Furnished,Rs. 1.7Cr,"Imadol, Lalitpur",3.3 aana,,,1,1
13 Feet,West,2.5,1 Car  & 4 Bikes,6,5,Semi-Furnished,Rs. 2.7Cr,"Imadol, Lalitpur",3.3 aana,,,,2
13 Feet,South,2.5,1 Car  & 2 Bikes,3,2,Un-Furnished,"Rs. 60,000/m","Kalanki, Kathmandu",,,1800 Sq. Ft.,2,2
13 Feet,South,3.5,2 Cars  & 2 Bikes,14,6,Un-Furnished,Rs. 1.5Lac/m,"Thamel, Kathmandu",,,1800 Sq. Ft.,2,2
13 Feet,South,3,1 Car  & 2 Bikes,6,4,Un-Furnished,"Rs. 75,000/m","Chhauni, Kathmandu",,,1500 Sq. Ft.,2,
13 Feet,East,2.5,3 Cars  & 4 Bikes,6,5,Semi-Furnished,Rs. 4.95Cr,"Imadol, Lalitpur",4.3 aana,2081 BS,,1,2
13 Feet,East,2.5,2 Cars  & 4 Bikes,6,3,Un-Furnished,Price on call,"Baluwatar, Kathmandu",9.2 aana,,2500 Sq. Ft.,2,
13 Feet,North,3,1 Car  & 2 Bikes,5,2,Un-Furnished,Rs. 3.3Cr,"Bhangal , Kathmandu",4.2 aana,,1500 Sq. Ft.,,1
18 Feet,East,2.5,4 Cars  & 4 Bikes,6,7,Semi-Furnished,Rs. 9Cr,"Budhanilkantha, Kathmandu",,2081 BS,2500 Sq. Ft.,1,1
20 Feet,North-East,2.5,2 Cars  & 3 Bikes,5,5,Semi-Furnished,Rs. 4.3Cr,"Budhanilkantha, Kathmandu",4.2 aana,2081 BS,0 Sq. Ft.,,2
20 Feet,North-East,3,1 Car  & 2 Bikes,3,4,Semi-Furnished,Rs. 2.8Cr,"Lubhu, Lalitpur",,2022 BS,,,2
13 Feet,South-East,3,2 Cars  & 3 Bikes,5,3,Semi-Furnished,Rs. 3.35Cr,"Imadol, Lalitpur",3.3 aana,2081 BS,,2,1
13 Feet,East,3,1 Car  & 2 Bikes,5,2,Semi-Furnished,Rs. 3.56Cr,"Shankhamul, Lalitpur",3.1 aana,2074 BS,,2,2
13 Feet,West,1,1 Car  & 3 Bikes,2,1,Semi-Furnished,Rs. 1.6Cr,"Thali, Kathmandu",,2081 BS,724 Sq. Ft.,,1
13 Feet,South,3,5 Cars  & 3 Bikes,5,5,,Price on call,"Baluwakhani, Kathmandu",,2078 BS,5000 Sq. Ft.,,2
13 Feet,South,3,1 Car  & 2 Bikes,7,3,Un-Furnished,Rs. 1.2Lac/m,"Baluwatar, Kathmandu",4.1 aana,,1500 Sq. Ft.,,
13 Feet,West,1,1 Car  & 2 Bikes,2,2,Un-Furnished,Rs. 1.6Cr,"Manamaiju, Kathmandu",,,1500 Sq. Ft.,1,
1600 Feet,West,3,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 1.8Cr,"Manamaiju, Kathmandu",,,1200 Sq. Ft.,2,
16 Feet,East,3,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 1.95Cr,"Manamaiju, Kathmandu",,,1200 Sq. Ft.,,2
13 Feet,East,3,1 Car  & 4 Bikes,5,3,Un-Furnished,Rs. 1.9Cr,"Megha City, Kathmandu",,,1200 Sq. Ft.,,2
20 Feet,South,3,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 2Cr,"Tokha, Kathmandu",,,1200 Sq. Ft.,2,1
13 Feet,South-East,3,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 4.5Cr,"Dhumbarahi, Kathmandu",,,1500 Sq. Ft.,1,
13 Feet,North,2.5,2 Cars  & 4 Bikes,6,3,,"Rs. 80,000/m","Bishalnagar, Kathmandu",,,1800 Sq. Ft.,2,1
13 Feet,South,3,2 Cars  & 4 Bikes,6,3,Un-Furnished,"Rs. 75,000/m","Mid Baneshwor, Kathmandu",,,2000 Sq. Ft.,2,1
13 Feet,East,3,2 Cars  & 5 Bikes,15,6,Un-Furnished,Rs. 3Lac/m,"Battisputali, Kathmandu",,,2500 Sq. Ft.,2,2
13 Feet,East,2.5,4 Cars  & 5 Bikes,15,6,Un-Furnished,Rs. 1.75Lac/m,"Battisputali, Kathmandu",,,2500 Sq. Ft.,2,2
13 Feet,East,1,1 Car  & 5 Bikes,2,1,Semi-Furnished,Rs. 1.35Cr,"Thali, Kathmandu",3.1 aana,2081 BS,769 Sq. Ft.,2,2
13 Feet,West,2.5,1 Car  & 2 Bikes,3,3,Un-Furnished,Rs. 2.15Cr,"Sitapaila, Kathmandu",3.1 aana,2080 BS,,,
13 Feet,South,3,1 Car  & 4 Bikes,5,5,Full-Furnished,Rs. 4.5Cr,"Shital Height, Lalitpur",,2081 BS,2000 Sq. Ft.,2,
20 Feet,East,2.5,1 Car  & 3 Bikes,6,5,Semi-Furnished,Rs. 3.9Cr,"Dhapakhel, Lalitpur",4.2 aana,2076 BS,2700 Sq. Ft.,,
16 Feet,South-East,2.5,1 Car  & 2 Bikes,3,5,Semi-Furnished,Rs. 5.5Cr,"Bhaisepati, Lalitpur",,2071 BS,2400 Sq. Ft.,,
9 Feet,East,2.5,1 Car  & 2 Bikes,6,3,Semi-Furnished,Rs. 2.3Cr,"Sitapaila, Kathmandu",,2070 BS,,2,2
13 Feet,East,2.5,1 Car  & 1 Bike,7,3,Semi-Furnished,Rs. 2.35Cr,"Ramkot, Kathmandu",3.1 aana,2076 BS,,2,2
13 Feet,South-East,2.5,1 Car  & 3 Bikes,5,3,Full-Furnished,Rs. 41Lac/aana,"Imadol, Lalitpur",3.3 aana,2081 BS,0 Sq. Ft.,,2
11 Feet,North-West,2.5,1 Car  & 4 Bikes,5,4,Semi-Furnished,Rs. 2.3Cr,"Imadol, Lalitpur",2.3 aana,2080 BS,1799 Sq. Ft.,,
16 Feet,South,2.5,1 Car  & 1 Bike,6,4,Un-Furnished,"Rs. 75,000/m","Maharajgunj, Kathmandu",,,1800 Sq. Ft.,1,
13 Feet,North,2.5,1 Car  & 1 Bike,4,4,Semi-Furnished,Rs. 4Cr,"Bhaisepati, Lalitpur",3.1 aana,2080 BS,2200 Sq. Ft.,2,1
15 Feet,West,3,1 Car  & 5 Bikes,6,6,Full-Furnished,Rs. 4.25Cr,"Shital Height, Lalitpur",4.1 aana,2081 BS,2700 Sq. Ft.,,
20 Feet,East,2.5,1 Car  & 3 Bikes,7,5,,Rs. 2.85Cr,"Tikathali, Lalitpur",3.3 aana,2081 BS,0 Sq. Ft.,,1
10 Feet,South-East,2.5,1 Car  & 1 Bike,4,4,Semi-Furnished,Rs. 3.5Cr,"Kuleshwor, Kathmandu",3.2 aana,2074 BS,,1,
13 Feet,South,2,1 Car  & 4 Bikes,2,3,Semi-Furnished,Rs. 2.2Cr,"Imadol, Lalitpur",,2081 BS,1999 Sq. Ft.,,
12 Feet,West,2.5,2 Cars  & 3 Bikes,5,2,Semi-Furnished,Rs. 2.65Cr,"Tikathali, Lalitpur",3.3 aana,2081 BS,0 Sq. Ft.,2,1
10 Feet,North-East,2.5,3 Cars  & 6 Bikes,6,3,Semi-Furnished,Rs. 3.65Cr,"Thulobharyang, Kathmandu",,2080 BS,,1,1
16 Feet,,3,5 Cars  & 15 Bikes,15,5,Un-Furnished,Rs. 3Lac/m,"Baneshwor, Kathmandu",,,,1,2
15 Feet,East,3,2 Cars  & 8 Bikes,3,3,Un-Furnished,Rs. 4Cr,"Balambu, Kathmandu",5.2 aana,,,,2
20 Feet,North,3,2 Cars  & 3 Bikes,7,6,Semi-Furnished,Rs. 5.7Cr,"Imadol, Lalitpur",,2080 BS,,2,2
12 Feet,South,2.5,2 Cars  & 5 Bikes,7,6,Full-Furnished,Price on call,"Imadol, Lalitpur",,2080 BS,,1,2
14 Feet,West,3,1 Car  & 4 Bikes,6,6,Full-Furnished,Rs. 3.95Cr,"Shital Height, Lalitpur",,2081 BS,1900 Sq. Ft.,1,
13 Feet,South,1,1 Car  & 3 Bikes,1,1,Un-Furnished,Rs. 1.85Cr,"Tokha, Kathmandu",3.3 aana,2076 BS,,1,1
13 Feet,South,2.5,9 Cars  & 12 Bikes,5,5,Un-Furnished,Rs. 3.2Lac/m,"Gairidhara, Kathmandu",,,,2,
13 Feet,East,3,1 Car  & 1 Bike,6,3,Un-Furnished,Rs. 2Cr,"Chunikhel, Kathmandu",2.3 aana,,1000 Sq. Ft.,1,1
18 Feet,South,2.5,1 Car  & 1 Bike,4,3,Un-Furnished,"Rs. 60,000/m","Tokha, Kathmandu",,,1500 Sq. Ft.,2,
16 Feet,South,2.5,1 Car  & 4 Bikes,7,4,Un-Furnished,"Rs. 99,000/m","Tinkune, Kathmandu",,,2000 Sq. Ft.,1,2
16 Feet,South,2.5,2 Cars  & 3 Bikes,5,4,,"Rs. 60,000/m","Bhangal , Kathmandu",,,1500 Sq. Ft.,1,1
25 Feet,South,3,2 Cars  & 2 Bikes,10,5,Un-Furnished,Price on call,"Sanepa, Lalitpur",,,2500 Sq. Ft.,1,2
16 Feet,South,2.5,1 Car  & 1 Bike,14,5,Un-Furnished,Rs. 1.75Lac/m,"Battisputali, Kathmandu",,,2500 Sq. Ft.,,1
13 Feet,South-East,2.5,1 Car  & 3 Bikes,4,3,Semi-Furnished,Rs. 1.8Cr,"Sunakothi, Lalitpur",4.2 aana,2080 BS,2800 Sq. Ft.,2,1
13 Feet,West,3,1 Car  & 4 Bikes,5,5,Semi-Furnished,Rs. 3.25Cr,"Rajkulo, Lalitpur",3.2 aana,2081 BS,2800 Sq. Ft.,1,2
15 Feet,South-East,2.5,2 Cars  & 2 Bikes,3,3,Semi-Furnished,Rs. 2.3Cr,"Tikathali, Lalitpur",,2023 AD,688 Sq. Ft.,1,
13 Feet,South,3.5,2 Cars  & 3 Bikes,6,5,Full-Furnished,Rs. 4.15Cr,"Ochu Height, Lalitpur",,2080 BS,2870 Sq. Ft.,,2
20 Feet,North-East,2.5,3 Cars  & 5 Bikes,4,4,Full-Furnished,Price on call,"Chobhar, Kathmandu",,2078 BS,2334 Sq. Ft.,1,
13 Feet,South,2.5,1 Car  & 2 Bikes,5,5,Semi-Furnished,Rs. 2.45Cr,"Sitapaila, Kathmandu",,2080 BS,,,2
42 Feet,West,3,4 Cars  & 5 Bikes,10,4,Un-Furnished,Rs. 2Lac/m,"Gairidhara, Kathmandu",,,,2,
20 Feet,South,2,4 Cars  & 5 Bikes,5,3,Un-Furnished,Rs. 3.1Lac/m,"Gairidhara, Kathmandu",,,3000 Sq. Ft.,2,
16 Feet,South,2.5,2 Cars  & 4 Bikes,6,3,Un-Furnished,Rs. 1.1Lac/m,"Kalopool, Kathmandu",,,2000 Sq. Ft.,,1
14 Feet,South,2.5,2 Cars  & 4 Bikes,4,3,Un-Furnished,Rs. 1.1Lac/m,"Sano Gaucharan, Kathmandu",,,2500 Sq. Ft.,2,2
18 Feet,South,2.5,2 Cars  & 4 Bikes,5,4,Un-Furnished,Rs. 1.2Lac/m,"Budhanilkantha, Kathmandu",,,2500 Sq. Ft.,2,2
15 Feet,South,3,1 Car  & 1 Bike,6,3,Full-Furnished,Rs. 1.5Lac/m,"Chabahil, Kathmandu",,,1500 Sq. Ft.,1,2
13 Feet,South,3,1 Car  & 1 Bike,7,3,Un-Furnished,"Rs. 65,000/m","Naxal, Kathmandu",,,1500 Sq. Ft.,,
13 Feet,North,3,1 Car  & 1 Bike,7,3,Un-Furnished,Rs. 2.4Cr/y,"Ekatabasti, Kathmandu",2.5 aana,,1000 Sq. Ft.,,
22 Feet,South,2,1 Car  & 2 Bikes,3,2,Full-Furnished,Rs. 2.75Cr,"Chyasundole, Kathmandu",3.3 aana,2076 BS,,,2
13 Feet,South,2.5,1 Car  & 2 Bikes,6,5,Semi-Furnished,Rs. 3.4Cr,"Lasuntar, Kathmandu",4.2 aana,2081 BS,,1,
13 Feet,North,3,1 Car  & 1 Bike,6,3,Un-Furnished,Rs. 2.1Cr,"Mandikhatar, Kathmandu",,,1200 Sq. Ft.,2,2
13 Feet,South,3,5 Cars  & 5 Bikes,10,5,Un-Furnished,Rs. 1.7Lac/m,"Battisputali, Kathmandu",,,3000 Sq. Ft.,,2
13 Feet,South,3,1 Car  & 1 Bike,13,5,,Rs. 2Lac/m,"Sinamangal, Kathmandu",,,2500 Sq. Ft.,1,1
13 Feet,North,2.5,1 Car  & 1 Bike,9,3,Un-Furnished,Rs. 1.4Lac/m,"Thapagaun, Kathmandu",,,1800 Sq. Ft.,1,2
14 Feet,South,2.5,1 Car  & 1 Bike,5,3,Full-Furnished,"Rs. 68,000/m","Dhapakhel, Lalitpur",,,1500 Sq. Ft.,,1
18 Feet,South,2.5,1 Car  & 1 Bike,7,5,Un-Furnished,Rs. 1.5Lac/m,"Mandikhatar, Kathmandu",,,1800 Sq. Ft.,2,1
13 Feet,South,2.5,3 Cars  & 5 Bikes,6,3,Un-Furnished,Rs. 1.6Lac/m,"Shantinagar, Kathmandu",,,2500 Sq. Ft.,,1
18 Feet,South,2.5,1 Car  & 1 Bike,7,5,Un-Furnished,Rs. 1.5Lac/m,"Ratopool, Kathmandu",,,2500 Sq. Ft.,2,1
13 Feet,South-East,2.5,3 Cars  & 2 Bikes,6,6,Semi-Furnished,Rs. 4.5Cr,"Tokha, Kathmandu",5.1 aana,2080 BS,,,1
13 Feet,North,3.5,1 Car  & 3 Bikes,6,6,Semi-Furnished,Rs. 3.2Cr,"Kapan, Kathmandu",,2079 BS,,1,1
10 Feet,South-West,2.5,1 Car  & 4 Bikes,6,5,Semi-Furnished,Rs. 4.25Cr,"Paiyuntar, Kathmandu",,2080 BS,,2,1
13 Feet,,2.5,5 Cars  & 5 Bikes,5,5,Semi-Furnished,Rs. 5Lac/m,"Dhumbarahi, Kathmandu",,,,,
26 Feet,South,3,4 Cars  & 9 Bikes,9,4,Un-Furnished,Rs. 2Lac/m,"Baluwatar, Kathmandu",,,,,
13 Feet,East,2.5,5 Cars  & 5 Bikes,4,4,Semi-Furnished,Rs. 2.5Lac/m,"Bishalnagar, Kathmandu",,,,2,2
13 Feet,,2.5,5 Cars  & 5 Bikes,9,5,Semi-Furnished,Rs. 2.7Lac/m,"Sanepa, Lalitpur",,,,1,2
13 Feet,,2.5,5 Cars  & 10 Bikes,4,4,Semi-Furnished,Rs. 2.8Lac/m,"Maharajgunj, Kathmandu",,,,,1
13 Feet,,2.5,4 Cars  & 9 Bikes,,5,Semi-Furnished,Rs. 2.75Lac/m,"Chundevi, Kathmandu",,,,1,1
13 Feet,South,2.5,1 Car  & 2 Bikes,5,4,Un-Furnished,Rs. 2.15Cr,"Bhangal , Kathmandu",,2078 BS,2500 Sq. Ft.,1,2
13 Feet,West,2.5,3 Cars  & 5 Bikes,5,5,Full-Furnished,Rs. 5.75Cr,"Imadol, Lalitpur",,2081 BS,,1,
20 Feet,South-East,2.5,6 Cars  & 10 Bikes,5,5,Semi-Furnished,Rs. 1.9Lac/m,"Jhamsikhel, Lalitpur",,2071 BS,,,1
28 Feet,South,2.5,10 Cars  & 9 Bikes,13,5,Un-Furnished,Rs. 3.5Lac/m,"Maharajgunj, Kathmandu",,,,,
20 Feet,,2.5,5 Cars  & 5 Bikes,7,4,Un-Furnished,Rs. 2.5Lac/m,"Maharajgunj, Kathmandu",,,,1,
13 Feet,South,2.5,5 Cars  & 5 Bikes,5,5,Full-Furnished,Rs. 2.75Lac/m,"Rudreshwor, Kathmandu",,,,,
13 Feet,,2.5,5 Cars  & 5 Bikes,5,4,Semi-Furnished,Rs. 3Lac/m,"Deuwa chowk, Kathmandu",,,,2,1
13 Feet,,2.5,5 Cars  & 5 Bikes,8,6,Semi-Furnished,Rs. 4Lac/m,"Baluwatar, Kathmandu",,,,2,
20 Feet,,2.5,5 Cars  & 5 Bikes,6,6,Semi-Furnished,Rs. 4Lac/m,"Baluwatar, Kathmandu",,,,1,1
13 Feet,,2.5,5 Cars  & 5 Bikes,6,6,Semi-Furnished,Rs. 2.5Lac/m,"Koteshwor, Kathmandu",,,,1,1
20 Feet,East,2.5,2 Cars  & 5 Bikes,4,4,Semi-Furnished,Rs. 3Lac/y,"Naxal, Kathmandu",,,,,2
20 Feet,East,3.5,9 Cars  & 9 Bikes,11,6,Un-Furnished,Rs. 4Lac/m,"Sanepa, Lalitpur",,,,2,
13 Feet,South-East,3,1 Car  & 4 Bikes,5,5,Full-Furnished,Rs. 4.4Cr,"Shital Height, Lalitpur",,2081 BS,2800 Sq. Ft.,1,1
13 Feet,West,2.5,1 Car  & 4 Bikes,4,4,Full-Furnished,Rs. 2.1Cr,"Bhandari Marg, Lalitpur",,2077 BS,2800 Sq. Ft.,2,
22 Feet,South,5,12 Cars  & 20 Bikes,22,7,Un-Furnished,Rs. 5Lac/m,"Bhaisepati, Lalitpur",,,12000 Sq. Ft.,2,1
13 Feet,,3,4 Cars  & 9 Bikes,10,7,,Rs. 2.4Lac/m,"Baluwatar, Kathmandu",,,,,
13 Feet,,4,5 Cars  & 5 Bikes,10,10,Un-Furnished,Rs. 3.5Lac/m,"Chundevi, Kathmandu",,,,1,2
20 Feet,South,3,5 Cars  & 9 Bikes,12,6,Semi-Furnished,Rs. 2.25Lac/m,"Chappal karkhana, Kathmandu",,,,,
13 Feet,East,3,4 Cars  & 9 Bikes,8,4,,Rs. 2.5Lac/m,"Pulchowk, Lalitpur",,,,2,1
13 Feet,East,2.5,5 Cars  & 9 Bikes,10,3,Un-Furnished,Rs. 2.8Lac/y,"Bishalnagar, Kathmandu",,,,2,
13 Feet,North,2.5,5 Cars  & 5 Bikes,5,4,Semi-Furnished,Rs. 1.8Lac/m,"New Baneshwor, Kathmandu",,,,2,2
13 Feet,South,3,5 Cars  & 9 Bikes,12,8,Un-Furnished,Rs. 3Lac/m,"Lazimpat, Kathmandu",,,,1,2
8 Feet,East,3,1 Car  & 3 Bikes,3,3,Un-Furnished,Rs. 2.5Cr,"Imadol, Lalitpur",3.2 aana,2073 BS,,2,1
10 Feet,South,2.5,1 Car  & 2 Bikes,4,3,Semi-Furnished,Rs. 2.8Cr,"Bafal, Kathmandu",2.2 aana,2081 BS,,2,
13 Feet,East,3,1 Car  & 4 Bikes,5,5,Semi-Furnished,Rs. 2.75Cr,"Bhandari Marg, Lalitpur",3.2 aana,2081 BS,2199 Sq. Ft.,,2
13 Feet,East,2.5,1 Car  & 4 Bikes,5,4,Semi-Furnished,Rs. 2.35Cr,"Bhandari Marg, Lalitpur",,2081 BS,2200 Sq. Ft.,,
13 Feet,North,3,1 Car  & 4 Bikes,5,5,Semi-Furnished,Rs. 2.7Cr,"Imadol, Lalitpur",,2081 BS,2000 Sq. Ft.,1,
13 Feet,South,2.5,1 Car  & 5 Bikes,5,4,Semi-Furnished,Rs. 3.35Cr,"Imadol, Lalitpur",3.1 aana,2080 BS,,1,
13 Feet,North-East,3,1 Car  & 5 Bikes,5,5,Semi-Furnished,Rs. 2.9Cr,"Tokha, Kathmandu",3.1 aana,2079 BS,,1,
13 Feet,East,2.5,1 Car  & 3 Bikes,3,4,Full-Furnished,Rs. 1Lac/m,"Khumaltar, Lalitpur",,,,1,1
10 Feet,South-West,3.5,1 Car  & 7 Bikes,6,5,Un-Furnished,Rs. 4Cr,"Paiyatar, Kathmandu",,2078 BS,,2,1
13 Feet,South,2.5,9 Cars  & 9 Bikes,15,8,Un-Furnished,Rs. 4Lac/m,"Naxal, Kathmandu",,,,1,
13 Feet,South,2.5,5 Cars  & 9 Bikes,13,8,Un-Furnished,Rs. 3Lac/m,"Baluwatar, Kathmandu",,,,1,1
13 Feet,West,3,1 Car  & 1 Bike,6,2,Un-Furnished,Rs. 4.3Cr,"Ganesh Chowk, Kathmandu",,,1600 Sq. Ft.,,
13 Feet,South,2.5,1 Car  & 1 Bike,6,2,Un-Furnished,Rs. 4.75Cr,"Ganesh Chowk, Kathmandu",5.2 aana,,2000 Sq. Ft.,,
14 Feet,East,2.5,5 Cars  & 5 Bikes,5,5,Semi-Furnished,Rs. 28Cr,"Ganesh Chowk, Kathmandu",,2024 AD,4600 Sq. Ft.,1,2
13 Feet,East,2.5,3 Cars  & 4 Bikes,5,5,Un-Furnished,Rs. 4.75Cr,"Ganesh Chowk, Kathmandu",,2024 AD,2950 Sq. Ft.,2,2
13 Feet,South,2.5,5 Cars  & 5 Bikes,5,4,Un-Furnished,Rs. 3Lac/m,"Baluwatar, Kathmandu",,,,,1
13 Feet,South,2.5,5 Cars  & 5 Bikes,4,4,Un-Furnished,Rs. 3Lac/m,"Gairidhara, Kathmandu",,,,,2
20 Feet,East,3,1 Car  & 1 Bike,6,3,Un-Furnished,Rs. 4.5Cr,"Baluwakhani, Kathmandu",,,1500 Sq. Ft.,1,2
13 Feet,North,2.5,1 Car  & 1 Bike,6,2,Un-Furnished,Rs. 2.15Cr,"Baluwakhani, Kathmandu",,,1000 Sq. Ft.,,
13 Feet,West,3,1 Car  & 1 Bike,6,3,Un-Furnished,Rs. 2.55Cr,"Kharibot, Kathmandu",3.5 aana,,1400 Sq. Ft.,2,1
100 Meter,South,1,2 Bikes,2,1,,Price on call,"Bardibas, Mahottari",0.8 kattha,2077 BS,215 Sq. Ft.,1,1
12 Feet,South,2.5,1 Car  & 3 Bikes,6,5,Semi-Furnished,Rs. 2.95Cr,"Imadol, Lalitpur",3.2 aana,2080 BS,,1,1
10 Feet,South,2.5,1 Car  & 2 Bikes,,,,Rs. 3.35Cr,"Banasthali, Kathmandu",,,,1,1
10 Feet,West,3.5,1 Car  & 2 Bikes,,,Un-Furnished,Rs. 3.7Cr,"Samakhushi chowk, Kathmandu",6.3 aana,,,1,
13 Feet,South,3,2 Cars  & 2 Bikes,7,4,Full-Furnished,Rs. 5.7Cr,"Imadol, Lalitpur",,2080 BS,,1,2
13 Feet,,3,3 Cars  & 2 Bikes,2,1,Full-Furnished,Rs. 1.15Lac/m,"Sanepa, Lalitpur",,,,,2
12 Feet,North,4,1 Car  & 2 Bikes,5,4,Full-Furnished,Rs. 3.25Cr,"Imadol, Lalitpur",3.2 aana,2080 BS,,,1
13 Feet,South,2.5,1 Car  & 3 Bikes,3,2,Semi-Furnished,Rs. 2.3Cr,"Sitapaila, Kathmandu",3.1 aana,2073 BS,1550 Sq. Ft.,,2
20 Feet,West,2.5,1 Car  & 2 Bikes,6,4,,Rs. 2.75Cr,"Gothatar, Kathmandu",3.1 aana,,2250 Sq. Ft.,2,
14 Feet,West,3.5,1 Car  & 2 Bikes,7,6,Full-Furnished,Rs. 3.5Cr,"Gothatar, Kathmandu",,,2800 Sq. Ft.,2,
17 Feet,East,2.5,5 Cars  & 17 Bikes,7,5,Semi-Furnished,Rs. 2.2Lac/m,"Khumaltar, Lalitpur",,,,,2
16 Feet,South,2.5,2 Cars  & 5 Bikes,4,5,Semi-Furnished,Rs. 1.35Lac/m,"Hattiban, Lalitpur",,2079 BS,1400 Sq. Ft.,,1
25 Feet,South-West,2.5,3 Cars  & 9 Bikes,5,5,Semi-Furnished,Rs. 7.5Cr,"Mulpani, Kathmandu",,2076 BS,3000 Sq. Ft.,1,
13 Feet,North,2.5,2 Cars  & 4 Bikes,6,5,Un-Furnished,"Rs. 75,000/m","Dhumbarahi, Kathmandu",,2075 BS,2500 Sq. Ft.,2,
13 Feet,South-East,2.5,2 Bikes,5,3,Full-Furnished,Rs. 1.7Cr,"Chapali, Kathmandu",2.5 aana,2072 BS,2500 Sq. Ft.,1,2
16 Feet,South-East,2.5,2 Cars  & 5 Bikes,5,5,Full-Furnished,Rs. 1.25Lac/m,"Budhanilkantha, Kathmandu",,,1400 Sq. Ft.,1,
20 Feet,North,2.5,1 Car  & 1 Bike,6,2,Un-Furnished,Rs. 3.25Cr,"Gothatar, Kathmandu",3.1 aana,,1200 Sq. Ft.,2,2
20 Feet,East,3,3 Cars  & 5 Bikes,15,5,Un-Furnished,Rs. 1.3Lac/m,"Maharajgunj, Kathmandu",,,1800 Sq. Ft.,,2
20 Feet,North,2.5,1 Car  & 1 Bike,6,2,Un-Furnished,Rs. 3.5Cr,"Ekatabasti, Kathmandu",4.2 aana,,1800 Sq. Ft.,,1
20 Feet,West,3,1 Car  & 1 Bike,6,2,Un-Furnished,Rs. 3.85Cr,"Aakasedhara, Kathmandu",4.2 aana,,1500 Sq. Ft.,1,1
13 Feet,South,2.5,1 Car  & 1 Bike,5,3,Semi-Furnished,Rs. 2.45Cr,"Kalanki, Kathmandu",,2080 BS,,2,2
20 Feet,South,2.5,1 Car  & 1 Bike,5,4,Un-Furnished,"Rs. 50,000/m","Imadol, Lalitpur",,,1500 Sq. Ft.,,2
